id_registro,class_session,time_register,year,month,day,hour,minute,seconds,faceOrientation,emotionRatio,attendanceRatio,bodyActionRatio,no_interaction_ratio,prof_stud_ratio,stud_stud_ratio,stud_obj_ratio,body_detections,distractors_dic.Eating,distractors_dic.Sleeping,distractors_dic.Walking,distractors_dic.Withcellphone,distractors_dic.Withearphones,Engagement,Attention,Interaction,Distractions,__v,Class time,Time,LUX,oxygenVol,Temperature,Humidity,AQI,TVOC,eCO2
66fb35097835ef5c35ec4bed,66fb26d67835ef5c35ebc3ed,30/09/2024 17:32:25,2024,9,30,17,32,26,0.990430622009569,0.740297713981924,0.821428571428571,0.895938949679512,0,1,0,0,23,0,0,0.043478260869565,0,0,64.8878766808272,84.5123759216794,86.4016100858206,34.4809585709958,0,02:04:20 a.m.,1727733810.15491,208,21.02694,31.25286,44.30828,1,48,452
66fb350f7835ef5c35ec4c20,66fb26d67835ef5c35ebc3ed,30/09/2024 17:32:31,2024,9,30,17,32,31,1,0.704922027290449,0.75,0.904224204301604,0,1,0,0,21,0,0,0.047619047619048,0,0,62.8871934738808,81.4786557898013,82.0492202729045,33.5914623159205,0,02:04:25 a.m.,1727733815.15839,214,21.04445,31.21395,44.29865,1,49,456
66fb35147835ef5c35ec4c53,66fb26d67835ef5c35ebc3ed,30/09/2024 17:32:36,2024,9,30,17,32,37,1,0.707791537667699,0.75,0.944117144465442,0.076703532652731,0.92329646734727,0,0,21,0,0,0.047619047619048,0,0,65.4462185483154,82.5477170533285,82.077915376677,34.7861221478587,0,02:04:30 a.m.,1727733820.16611,216,21.05321,31.21185,44.28387,1,51,459
66fb351a7835ef5c35ec4c86,66fb26d67835ef5c35ebc3ed,30/09/2024 17:32:42,2024,9,30,17,32,42,1,0.713419913419914,0.785714285714286,0.951475796930342,0.167458446188393,0.821632462902516,0.010909090909091,0,22,0,0,0.045454545454546,0,0,68.8027539528208,84.1223927587564,84.2770562770563,36.1806844225293,0,02:04:35 a.m.,1727733825.16881,208,21.01818,31.20003,44.25993,1,48,452
66fb351f7835ef5c35ec4cb9,66fb26d67835ef5c35ebc3ed,30/09/2024 17:32:47,2024,9,30,17,32,48,1,0.737105263157895,0.75,0.949711779448622,0.145726049313006,0.770281855825334,0.08399209486166,0,21,0,0,0.047619047619048,0,0,67.6954068719229,83.4204260651629,82.3710526315789,35.8254309191952,0,02:04:40 a.m.,1727733830.17546,205,21.06415,31.1903,44.25755,1,36,428
66fb35257835ef5c35ec4cec,66fb26d67835ef5c35ebc3ed,30/09/2024 17:32:53,2024,9,30,17,32,53,0.995,0.73078947368421,0.785714285714286,0.950350117718539,0.065185574229692,0.910314425770308,0.0245,0,22,0,0,0.045454545454546,0,0,66.3895903696407,84.4534897850687,84.3007518796992,35.2703945134673,0,02:04:45 a.m.,1727733835.18871,207,21.06654,31.1903,44.24324,1,37,430
66fb352a7835ef5c35ec4d23,66fb26d67835ef5c35ebc3ed,30/09/2024 17:32:58,2024,9,30,17,32,59,1,0.772195640616693,0.714285714285714,0.946189448666229,0,1,0,0,20,0,0,0.05,0,0,63.6329191963867,82.9596272320731,80.5790992633098,34.3267080356864,0,02:04:50 a.m.,1727733840.20154,211,21.07291,31.18343,44.25869,1,37,429
66fb35307835ef5c35ec4d62,66fb26d67835ef5c35ebc3ed,30/09/2024 17:33:04,2024,9,30,17,33,4,1,0.715277777777778,0.75,0.948652882205514,0.00625,0.987797619047619,0.005952380952381,0,21,0,0,0.047619047619048,0,0,63.8652098997494,82.8482664995823,82.1527777777778,34.2018065998329,0,02:04:55 a.m.,1727733845.20745,213,21.05141,31.20003,44.27204,1,40,435
66fb35357835ef5c35ec4d95,66fb26d67835ef5c35ebc3ed,30/09/2024 17:33:09,2024,9,30,17,33,9,0.994949494949495,0.707729383619477,0.714285714285714,0.937335037683335,0.053996914678029,0.946003085321971,0,0,20,0,0,0.05,0,0,63.7820219426257,81.0508529568127,79.7829215418225,34.0829654521605,0,02:05:00 a.m.,1727733850.2236,207,21.03549,31.17905,44.31286,1,52,461
66fb353a7835ef5c35ec4dc8,66fb26d67835ef5c35ebc3ed,30/09/2024 17:33:14,2024,9,30,17,33,14,0.974419113737999,0.672326985020483,0.678571428571429,0.93507448433919,0.090818916205913,0.909181083794087,0,0,19,0,0,0.052631578947368,0,0,62.8341629345886,78.5513234400618,76.6701289766305,33.5121092787501,0,02:05:05 a.m.,1727733855.23073,216,21.00107,31.20766,44.2791,1,54,464
